num,Accuracy,Precision,ReCall,F-Score
2173,0.73463123739366831,0.10299105766265804,0.74057649667405767,0.18083378451543045
2223,0.74427782162588796,0.1043338683788122,0.72062084257206205,0.18227706113292202
2273,0.7566429886871876,0.10901749663526245,0.71840354767184034,0.18930762489044695
2323,0.76751732000350781,0.11048158640226628,0.69179600886917958,0.19053435114503817
2373,0.76892045952819432,0.11331444759206799,0.70953436807095349,0.1954198473282443
2423,0.77260370078049634,0.11307803468208093,0.69401330376940129,0.19447033240136688
2473,0.78181180391125138,0.11580535646925688,0.68070953436807091,0.19793681495809154
2523,0.77120056125580982,0.11214953271028037,0.69179600886917958,0.19300958861738321
2573,0.78286415855476632,0.11399161265726268,0.66297117516629711,0.19453480806766429
2623,0.77269139700078926,0.11255881288454578,0.68957871396895787,0.19352831362787806
2673,0.79803560466543888,0.12111292962356793,0.65631929046563198,0.20449050086355788
2723,0.7818995001315443,0.11584905660377358,0.68070953436807091,0.19800064495324091
2773,0.78891519775497676,0.11975116640746501,0.68292682926829273,0.20377108832285809
2823,0.79575550293782338,0.12014563106796117,0.65853658536585369,0.20321587410195005
2873,0.80566517583092168,0.12462781794980859,0.64966740576496673,0.2091363311920057
2923,0.80952380952380953,0.12570682905611136,0.64079822616407978,0.21018181818181822
2973,0.80934841708322369,0.12461873638344227,0.63414634146341464,0.20830298616168974
3023,0.80917302464263785,0.12678494158372999,0.64966740576496673,0.21216509775524983
3073,0.80206963079891258,0.12375,0.65853658536585369,0.20834794808839002
3123,0.82232745768657367,0.12976022566995768,0.61197339246119731,0.21411947245927074
3173,0.81557484872401997,0.12859712230215828,0.63414634146341464,0.21383177570093459
3223,0.82679996492151187,0.1293774319066148,0.58980044345898008,0.21220582369365779
3273,0.83855125844076117,0.13726513569937371,0.58314855875831484,0.22222222222222224
3323,0.81890730509515042,0.12776752767527674,0.61419068736141902,0.21153111874761357
3373,0.8242567745330176,0.13146654010441386,0.61419068736141902,0.21657544956997654
3423,0.82846619310707703,0.13274768179599805,0.60310421286031046,0.21760000000000002
3473,0.82794001578531962,0.13200194836824158,0.60088691796008864,0.21645367412140573
3523,0.82934315531000613,0.13267813267813267,0.59866962305986693,0.21721641190667737
3573,0.84030518284661926,0.13947368421052631,0.58758314855875826,0.22543598468736706
3623,0.8404805752872051,0.14000000000000001,0.58980044345898008,0.22628668651637601
